Date,TCE
2011-Apr-15,"13,872"
2011-Apr-18,"10,486"
2011-Apr-19,"10,550"
2011-Apr-20,"10,614"
2011-Apr-21,"10,678"
2011-Apr-26,"9,592"
2011-Apr-27,"9,656"
2011-Apr-28,"8,570"
2011-May-03,"9,784"
2011-May-04,"9,848"
2011-May-05,"10,361"
2011-May-06,"10,681"
2011-May-09,"11,001"
2011-May-10,"11,065"
2011-May-11,"11,129"
2011-May-12,"11,065"
2011-May-13,"11,001"
2011-May-16,"10,937"
2011-May-17,"10,873"
2011-May-18,"10,809"
2011-May-19,"11,895"
2011-May-20,"11,831"
2011-May-23,"12,917"
2011-May-24,"14,003"
2011-May-25,"14,003"
2011-May-26,"14,003"
2011-May-27,"14,003"
2011-May-31,"14,003"
2011-Jun-01,"15,153"
2011-Jun-02,"17,454"
2011-Jun-03,"17,454"
2011-Jun-06,"17,454"
2011-Jun-07,"17,454"
2011-Jun-08,"20,712"
2011-Jun-09,"20,712"
2011-Jun-10,"21,862"
2011-Jun-13,"21,862"
2011-Jun-14,"20,712"
2011-Jun-15,"20,712"
2011-Jun-16,"21,862"
2011-Jun-17,"21,862"
2011-Jun-20,"21,862"
2011-Jun-21,"21,862"
2011-Jun-22,"21,862"
2011-Jun-23,"21,670"
2011-Jun-24,"16,877"
2011-Jun-27,"14,385"
2011-Jun-28,"13,043"
2011-Jun-29,"11,700"
2011-Jun-30,"10,358"
2011-Jul-01,"9,208"
2011-Jul-04,"9,208"
2011-Jul-05,"9,208"
2011-Jul-06,"9,208"
2011-Jul-07,"9,208"
2011-Jul-08,"9,208"
2011-Jul-11,"9,208"
2011-Jul-12,"9,208"
2011-Jul-13,"9,400"
2011-Jul-14,"9,400"
2011-Jul-15,"10,550"
2011-Jul-18,"10,550"
2011-Jul-19,"10,550"
2011-Jul-20,"10,550"
2011-Jul-21,"10,550"
2011-Jul-22,"10,550"
2011-Jul-25,"10,550"
2011-Jul-26,"10,550"
2011-Jul-27,"9,400"
2011-Jul-28,"9,400"
2011-Jul-29,"9,400"
2011-Aug-01,"8,250"
2011-Aug-02,"8,250"
2011-Aug-03,"7,100"
2011-Aug-04,"7,100"
2011-Aug-05,"7,100"
2011-Aug-08,"5,950"
2011-Aug-09,"5,950"
2011-Aug-10,"6,014"
2011-Aug-11,"6,078"
2011-Aug-12,"6,142"
2011-Aug-15,"5,056"
2011-Aug-16,"5,120"
2011-Aug-17,"6,334"
2011-Aug-18,"6,398"
2011-Aug-19,"7,612"
2011-Aug-22,"7,676"
2011-Aug-23,"8,890"
2011-Aug-24,"8,954"
2011-Aug-25,"9,019"
2011-Aug-26,"7,932"
2011-Aug-30,"7,997"
2011-Aug-31,"8,061"
2011-Sep-01,"8,381"
2011-Sep-02,"8,381"
2011-Sep-05,"7,231"
2011-Sep-06,"7,231"
2011-Sep-07,"6,081"
2011-Sep-08,"6,081"
2011-Sep-09,"6,081"
2011-Sep-12,"6,017"
2011-Sep-13,"5,952"
2011-Sep-14,"5,888"
2011-Sep-15,"4,674"
2011-Sep-16,"5,760"
2011-Sep-19,"5,696"
2011-Sep-20,"5,632"
2011-Sep-21,"5,568"
2011-Sep-22,"5,504"
2011-Sep-23,"5,440"
2011-Sep-26,"5,376"
2011-Sep-27,"4,162"
2011-Sep-28,"2,948"
2011-Sep-29,"1,733"
2011-Sep-30,519
2011-Oct-03,455
2011-Oct-04,"1,541"
2011-Oct-05,"1,477"
2011-Oct-06,"1,413"
2011-Oct-07,199
2011-Oct-10,135
2011-Oct-11,"2,371"
2011-Oct-12,"2,307"
2011-Oct-13,"3,393"
2011-Oct-14,"4,543"
2011-Oct-17,"5,693"
2011-Oct-18,"7,994"
2011-Oct-19,"7,994"
2011-Oct-20,"10,294"
2011-Oct-21,"11,444"
2011-Oct-24,"12,594"
2011-Oct-25,"14,894"
2011-Oct-26,"17,195"
2011-Oct-27,"16,045"
2011-Oct-28,"11,380"
2011-Oct-31,"9,016"
2011-Nov-01,"9,016"
2011-Nov-02,"10,166"
2011-Nov-03,"9,016"
2011-Nov-04,"9,016"
2011-Nov-07,"10,166"
2011-Nov-08,"12,466"
2011-Nov-09,"15,916"
2011-Nov-10,"19,367"
2011-Nov-11,"20,517"
2011-Nov-14,"21,667"
2011-Nov-15,"23,967"
2011-Nov-16,"24,861"
2011-Nov-17,"26,011"
2011-Nov-18,"29,462"
2011-Nov-21,"29,462"
2011-Nov-22,"30,612"
2011-Nov-23,"29,462"
2011-Nov-24,"23,711"
2011-Nov-25,"22,561"
2011-Nov-28,"20,261"
2011-Nov-29,"20,261"
2011-Nov-30,"21,411"
2011-Dec-01,"20,261"
2011-Dec-02,"20,261"
2011-Dec-05,"20,261"
2011-Dec-06,"20,261"
2011-Dec-07,"20,261"
2011-Dec-08,"20,261"
2011-Dec-09,"19,111"
2011-Dec-12,"19,111"
2011-Dec-13,"17,960"
2011-Dec-14,"17,960"
2011-Dec-15,"17,960"
2011-Dec-16,"17,896"
2011-Dec-19,"17,832"
2011-Dec-20,"18,918"
2011-Dec-21,"18,854"
2011-Dec-22,"18,790"
2011-Dec-23,"18,726"
2012-Jan-03,"20,450"
2012-Jan-04,"19,041"
2012-Jan-05,"19,963"
2012-Jan-06,"21,911"
2012-Jan-09,"21,846"
2012-Jan-10,"21,846"
2012-Jan-11,"20,886"
2012-Jan-12,"20,886"
2012-Jan-13,"22,128"
2012-Jan-16,"26,433"
2012-Jan-17,"29,111"
2012-Jan-18,"32,839"
2012-Jan-19,"38,643"
2012-Jan-20,"38,451"
2012-Jan-23,"38,643"
2012-Jan-24,"39,156"
2012-Jan-25,"38,899"
2012-Jan-26,"36,094"
2012-Jan-27,"30,546"
2012-Jan-30,"28,381"
2012-Jan-31,"22,577"
2012-Feb-01,"18,656"
2012-Feb-02,"17,414"
2012-Feb-03,"18,182"
2012-Feb-06,"17,670"
2012-Feb-07,"17,542"
2012-Feb-08,"17,414"
2012-Feb-09,"16,645"
2012-Feb-10,"16,645"
2012-Feb-13,"16,389"
2012-Feb-14,"19,835"
2012-Feb-15,"23,756"
2012-Feb-16,"24,076"
2012-Feb-17,"24,550"
2012-Feb-20,"24,806"
2012-Feb-21,"23,627"
2012-Feb-22,"24,422"
2012-Feb-23,"22,539"
2012-Feb-24,"20,975"
2012-Feb-27,"20,463"
2012-Feb-28,"21,040"
2012-Feb-29,"20,629"
2012-Mar-01,"21,936"
2012-Mar-02,"20,655"
2012-Mar-05,"19,476"
2012-Mar-06,"21,040"
2012-Mar-07,"23,307"
2012-Mar-08,"24,358"
2012-Mar-09,"26,241"
2012-Mar-12,"29,239"
2012-Mar-13,"29,713"
2012-Mar-14,"36,760"
2012-Mar-15,"38,387"
2012-Mar-16,"39,566"
2012-Mar-19,"39,438"
2012-Mar-20,"36,824"
2012-Mar-21,"35,581"
2012-Mar-22,"34,274"
2012-Mar-23,"31,340"
2012-Mar-26,"29,777"
2012-Mar-27,"36,311"
2012-Mar-28,"41,987"
2012-Mar-29,"42,307"
2012-Mar-30,"45,306"
2012-Apr-02,"46,548"
2012-Apr-03,"46,484"
2012-Apr-04,"46,805"
2012-Apr-05,"46,740"
2012-Apr-10,"45,690"
2012-Apr-11,"46,330"
2012-Apr-12,"43,396"
2012-Apr-13,"41,769"
2012-Apr-16,"41,039"
2012-Apr-17,"37,311"
2012-Apr-18,"31,635"
2012-Apr-19,"28,893"
2012-Apr-20,"23,217"
2012-Apr-23,"24,973"
2012-Apr-24,"27,330"
2012-Apr-25,"32,942"
2012-Apr-26,"38,169"
2012-Apr-27,"39,156"
2012-Apr-30,"39,412"
2012-May-01,"37,913"
2012-May-02,"33,672"
2012-May-03,"32,878"
2012-May-04,"32,211"
2012-May-08,"33,236"
2012-May-09,"33,557"
2012-May-10,"31,007"
2012-May-11,"30,533"
2012-May-14,"30,597"
2012-May-15,"30,213"
2012-May-16,"31,455"
2012-May-17,"32,890"
2012-May-18,"36,529"
2012-May-21,"36,337"
2012-May-22,"34,517"
2012-May-23,"31,904"
2012-May-24,"32,224"
2012-May-25,"30,213"
2012-May-28,"30,341"
2012-May-29,"27,535"
2012-May-30,"23,935"
2012-May-31,"22,282"
2012-Jun-01,"23,435"
2012-Jun-06,"23,345"
2012-Jun-07,"20,731"
2012-Jun-08,"19,617"
2012-Jun-11,"13,236"
2012-Jun-12,"14,005"
2012-Jun-13,"13,621"
2012-Jun-14,"12,378"
2012-Jun-15,"13,236"
2012-Jun-18,"13,300"
2012-Jun-19,"17,707"
2012-Jun-20,"17,259"
2012-Jun-21,"19,527"
2012-Jun-22,"19,053"
2012-Jun-25,"17,554"
2012-Jun-26,"17,361"
2012-Jun-27,"15,862"
2012-Jun-28,"15,862"
2012-Jun-29,"14,556"
2012-Jul-02,"12,032"
2012-Jul-03,"9,162"
2012-Jul-04,"6,638"
2012-Jul-05,"6,318"
2012-Jul-06,"6,766"
2012-Jul-09,"7,471"
2012-Jul-10,"7,535"
2012-Jul-11,"4,729"
2012-Jul-12,"4,793"
2012-Jul-13,"3,832"
2012-Jul-16,"3,960"
2012-Jul-17,"3,256"
2012-Jul-18,"3,128"
2012-Jul-19,"2,103"
2012-Jul-20,"1,975"
2012-Jul-23,"3,063"
2012-Jul-24,"3,384"
2012-Jul-25,"3,256"
2012-Jul-26,"2,999"
2012-Jul-27,"2,039"
2012-Jul-30,"1,975"
2012-Jul-31,"2,231"
2012-Aug-01,"2,359"
2012-Aug-02,"2,359"
2012-Aug-03,"1,910"
2012-Aug-06,"1,462"
2012-Aug-07,"3,563"
2012-Aug-08,"4,742"
2012-Aug-09,"4,486"
2012-Aug-10,"4,358"
2012-Aug-13,"4,742"
2012-Aug-14,"4,230"
2012-Aug-15,"2,859"
2012-Aug-16,"1,962"
2012-Aug-17,"2,282"
2012-Aug-20,"2,346"
2012-Aug-21,"3,461"
2012-Aug-22,"2,346"
2012-Aug-23,"1,321"
2012-Aug-24,"1,834"
2012-Aug-28,"2,026"
2012-Aug-29,"2,218"
2012-Aug-30,"1,834"
2012-Aug-31,"1,834"
2012-Sep-03,"1,578"
2012-Sep-04,"2,116"
2012-Sep-05,"4,512"
2012-Sep-06,"5,882"
2012-Sep-07,"7,317"
2012-Sep-10,"7,317"
2012-Sep-11,"7,253"
2012-Sep-12,"6,997"
2012-Sep-13,"7,125"
2012-Sep-14,"6,421"
2012-Sep-17,"6,741"
2012-Sep-18,"7,446"
2012-Sep-19,"8,278"
2012-Sep-20,"9,752"
2012-Sep-21,"9,175"
2012-Sep-24,"7,868"
2012-Sep-25,"6,369"
2012-Sep-26,"5,575"
2012-Sep-27,"4,332"
2012-Sep-28,"3,307"
2012-Oct-01,"3,820"
2012-Oct-02,"5,190"
2012-Oct-03,"4,524"
2012-Oct-04,"3,666"
2012-Oct-05,"3,089"
2012-Oct-08,"3,986"
2012-Oct-09,"5,293"
2012-Oct-10,"4,140"
2012-Oct-11,"4,076"
2012-Oct-12,"4,140"
2012-Oct-15,"4,396"
2012-Oct-16,"3,948"
2012-Oct-17,"4,716"
2012-Oct-18,"4,780"
2012-Oct-19,"4,780"
2012-Oct-22,"6,151"
2012-Oct-23,"6,600"
2012-Oct-24,"6,792"
2012-Oct-25,"6,856"
2012-Oct-26,"7,240"
2012-Oct-29,"5,613"
2012-Oct-30,"6,061"
2012-Oct-31,"6,318"
2012-Nov-01,"6,446"
2012-Nov-02,"6,702"
2012-Nov-05,"7,855"
2012-Nov-06,"7,727"
2012-Nov-07,"8,137"
2012-Nov-08,"10,533"
2012-Nov-09,"13,531"
2012-Nov-12,"13,813"
2012-Nov-13,"21,051"
2012-Nov-14,"23,665"
2012-Nov-15,"26,023"
2012-Nov-16,"25,574"
2012-Nov-19,"33,607"
2012-Nov-20,"33,671"
2012-Nov-21,"34,440"
2012-Nov-22,"32,749"
2012-Nov-23,"32,685"
2012-Nov-26,"31,314"
2012-Nov-27,"28,124"
2012-Nov-28,"24,972"
2012-Nov-29,"24,178"
2012-Nov-30,"23,985"
2012-Dec-03,"23,729"
2012-Dec-04,"23,601"
2012-Dec-05,"21,974"
2012-Dec-06,"22,230"
2012-Dec-07,"22,871"
2012-Dec-10,"21,051"
2012-Dec-11,"21,180"
2012-Dec-12,"20,987"
2012-Dec-13,"22,935"
2012-Dec-14,"22,550"
2012-Dec-17,"22,486"
2012-Dec-18,"23,537"
2012-Dec-19,"24,652"
2012-Dec-20,"24,716"
2012-Dec-21,"24,908"
2012-Dec-24,"23,601"
2013-Jan-02,"22,047"
2013-Jan-03,"21,599"
2013-Jan-04,"21,022"
2013-Jan-07,"21,214"
2013-Jan-08,"21,150"
2013-Jan-09,"21,086"
2013-Jan-10,"21,086"
2013-Jan-11,"21,150"
2013-Jan-14,"20,103"
2013-Jan-15,"19,719"
2013-Jan-16,"20,295"
2013-Jan-17,"18,415"
2013-Jan-18,"16,536"
2013-Jan-21,"16,279"
2013-Jan-22,"12,625"
2013-Jan-23,"9,314"
2013-Jan-24,"4,892"
2013-Jan-25,"3,204"
2013-Jan-28,"1,580"
2013-Jan-29,"1,388"
2013-Jan-30,"2,499"
2013-Jan-31,"2,243"
2013-Feb-01,770
2013-Feb-04,"1,817"
2013-Feb-05,"3,290"
2013-Feb-06,"3,034"
2013-Feb-07,"1,282"
2013-Feb-08,"1,154"
2013-Feb-11,65
2013-Feb-12,-703
2013-Feb-13,962
2013-Feb-14,"1,090"
2013-Feb-15,"2,394"
2013-Feb-18,"2,201"
2013-Feb-19,"2,201"
2013-Feb-20,"3,953"
2013-Feb-21,"5,961"
2013-Feb-22,"5,449"
2013-Feb-25,"5,833"
2013-Feb-26,"4,594"
2013-Feb-27,"4,401"
2013-Feb-28,"3,290"
2013-Mar-01,"3,803"
2013-Mar-04,"3,995"
2013-Mar-05,"3,867"
2013-Mar-06,"5,042"
2013-Mar-07,"4,850"
2013-Mar-08,"5,234"
2013-Mar-11,"5,298"
2013-Mar-12,"6,474"
2013-Mar-13,"6,153"
2013-Mar-14,"6,409"
2013-Mar-15,"6,217"
2013-Mar-18,"7,841"
2013-Mar-19,"7,777"
2013-Mar-20,"10,041"
2013-Mar-21,"11,793"
2013-Mar-22,"11,921"
2013-Mar-25,"10,169"
2013-Mar-26,"8,738"
2013-Mar-27,"6,922"
2013-Mar-28,"6,538"
2013-Apr-02,"5,106"
2013-Apr-03,"3,867"
2013-Apr-04,"4,700"
2013-Apr-05,"4,700"
2013-Apr-08,"3,012"
2013-Apr-09,"2,884"
2013-Apr-10,"2,884"
2013-Apr-11,"3,076"
2013-Apr-12,"3,332"
2013-Apr-15,"3,909"
2013-Apr-16,"4,549"
2013-Apr-17,"5,020"
2013-Apr-18,"5,468"
2013-Apr-19,"5,212"
2013-Apr-22,"5,788"
2013-Apr-23,"5,724"
2013-Apr-24,"5,404"
2013-Apr-25,"5,276"
2013-Apr-26,"4,764"
2013-Apr-29,"4,635"
2013-Apr-30,"6,067"
2013-May-01,"3,911"
2013-May-02,"7,819"
2013-May-03,"7,242"
2013-May-07,"8,161"
2013-May-08,"10,233"
2013-May-09,"16,151"
2013-May-10,"16,536"
2013-May-13,"17,689"
2013-May-14,"17,689"
2013-May-15,"17,945"
2013-May-16,"14,313"
2013-May-17,"11,174"
2013-May-20,"11,046"
2013-May-21,"8,248"
2013-May-22,"8,312"
2013-May-23,"12,584"
2013-May-24,"12,286"
2013-May-28,"17,797"
2013-May-29,"23,779"
2013-May-30,"25,018"
2013-May-31,"25,147"
2013-Jun-03,"22,156"
2013-Jun-04,"20,340"
2013-Jun-05,"18,652"
2013-Jun-06,"17,093"
2013-Jun-07,"17,477"
2013-Jun-10,"17,797"
2013-Jun-11,"19,165"
2013-Jun-12,"17,541"
2013-Jun-13,"17,093"
2013-Jun-14,"17,028"
2013-Jun-17,"17,093"
2013-Jun-18,"15,725"
2013-Jun-19,"15,405"
2013-Jun-20,"16,045"
2013-Jun-21,"16,238"
2013-Jun-24,"15,981"
2013-Jun-25,"13,182"
2013-Jun-26,"11,623"
2013-Jun-27,"8,696"
2013-Jun-28,"7,008"
2013-Jul-01,"10,384"
2013-Jul-02,"15,190"
2013-Jul-03,"17,134"
2013-Jul-04,"24,035"
2013-Jul-05,"27,155"
2013-Jul-08,"26,770"
2013-Jul-09,"27,219"
2013-Jul-10,"25,979"
2013-Jul-11,"25,403"
2013-Jul-12,"22,732"
2013-Jul-15,"21,108"
2013-Jul-16,"18,181"
2013-Jul-17,"15,447"
2013-Jul-18,"14,742"
2013-Jul-19,"15,062"
2013-Jul-22,"12,007"
2013-Jul-23,"10,448"
2013-Jul-24,"10,320"
2013-Jul-25,"10,640"
2013-Jul-26,"9,336"
2013-Jul-29,"9,336"
2013-Jul-30,"5,961"
2013-Jul-31,"5,961"
2013-Aug-01,"5,705"
2013-Aug-02,"5,577"
2013-Aug-05,"5,513"
2013-Aug-06,"5,897"
2013-Aug-07,"6,217"
2013-Aug-08,"5,641"
2013-Aug-09,"4,337"
2013-Aug-12,"2,970"
2013-Aug-13,"3,482"
2013-Aug-14,"3,226"
2013-Aug-15,"2,778"
2013-Aug-16,"3,098"
2013-Aug-19,"2,842"
2013-Aug-20,"3,547"
2013-Aug-21,"3,482"
2013-Aug-22,"3,290"
2013-Aug-23,"3,354"
2013-Aug-27,"2,051"
2013-Aug-28,"1,346"
2013-Aug-29,578
2013-Aug-30,"2,650"
2013-Sep-02,"2,778"
2013-Sep-03,"4,209"
2013-Sep-04,"4,145"
2013-Sep-05,"4,401"
2013-Sep-06,"4,273"
2013-Sep-09,"4,209"
2013-Sep-10,"4,978"
2013-Sep-11,"4,914"
2013-Sep-12,"5,042"
2013-Sep-13,"6,067"
2013-Sep-16,"6,003"
2013-Sep-17,"7,691"
2013-Sep-18,"7,947"
2013-Sep-19,"7,370"
2013-Sep-20,"7,370"
2013-Sep-23,"8,802"
2013-Sep-24,"10,553"
2013-Sep-25,"8,353"
2013-Sep-26,"8,481"
2013-Sep-27,"8,674"
2013-Sep-30,"8,610"
2013-Oct-01,"10,233"
2013-Oct-02,"10,425"
2013-Oct-03,"10,704"
2013-Oct-04,"10,832"
2013-Oct-07,"11,280"
2013-Oct-08,"13,032"
2013-Oct-09,"12,904"
2013-Oct-10,"12,712"
2013-Oct-11,"10,896"
2013-Oct-14,"12,840"
2013-Oct-15,"11,815"
2013-Oct-16,"15,895"
2013-Oct-17,"17,198"
2013-Oct-18,"17,070"
2013-Oct-21,"17,006"
2013-Oct-22,"18,310"
2013-Oct-23,"18,245"
2013-Oct-24,"19,741"
2013-Oct-25,"19,741"
2013-Oct-28,"19,933"
2013-Oct-29,"19,869"
2013-Oct-30,"21,365"
2013-Oct-31,"23,971"
2013-Nov-01,"32,816"
2013-Nov-04,"34,632"
2013-Nov-05,"36,512"
2013-Nov-06,"36,128"
2013-Nov-07,"40,870"
2013-Nov-08,"43,733"
2013-Nov-11,"45,421"
2013-Nov-12,"45,293"
2013-Nov-13,"45,805"
2013-Nov-14,"46,917"
2013-Nov-15,"47,173"
2013-Nov-18,"50,036"
2013-Nov-19,"52,556"
2013-Nov-20,"54,372"
2013-Nov-21,"52,748"
2013-Nov-22,"52,556"
2013-Nov-25,"52,940"
2013-Nov-26,"51,509"
2013-Nov-27,"49,565"
2013-Nov-28,"49,437"
2013-Nov-29,"50,997"
2013-Dec-02,"51,765"
2013-Dec-03,"53,197"
2013-Dec-04,"53,325"
2013-Dec-05,"53,069"
2013-Dec-06,"51,765"
2013-Dec-09,"50,334"
2013-Dec-10,"48,902"
2013-Dec-11,"48,838"
2013-Dec-12,"48,518"
2013-Dec-13,"50,206"
2013-Dec-16,"52,085"
2013-Dec-17,"51,765"
2013-Dec-18,"52,085"
2013-Dec-19,"52,021"
2013-Dec-20,"48,646"
2013-Dec-23,"48,326"
2013-Dec-24,"47,215"
2014-Jan-02,"41,347"
2014-Jan-03,"39,945"
2014-Jan-06,"36,444"
2014-Jan-07,"31,661"
2014-Jan-08,"25,413"
2014-Jan-09,"19,549"
2014-Jan-10,"16,745"
2014-Jan-13,"15,279"
2014-Jan-14,"15,344"
2014-Jan-15,"22,225"
2014-Jan-16,"39,048"
2014-Jan-17,"47,331"
2014-Jan-20,"53,195"
2014-Jan-21,"57,465"
2014-Jan-22,"58,547"
2014-Jan-23,"54,277"
2014-Jan-24,"50,776"
2014-Jan-27,"43,766"
2014-Jan-28,"36,949"
2014-Jan-29,"24,075"
2014-Jan-30,"16,745"
2014-Jan-31,"14,575"
2014-Feb-03,"14,518"
2014-Feb-04,"23,570"
2014-Feb-05,"24,908"
2014-Feb-06,"25,036"
2014-Feb-07,"25,733"
2014-Feb-10,"30,324"
2014-Feb-11,"38,863"
2014-Feb-12,"44,471"
2014-Feb-13,"47,083"
2014-Feb-14,"47,018"
2014-Feb-17,"46,954"
2014-Feb-18,"48,292"
2014-Feb-19,"45,424"
2014-Feb-20,"42,621"
2014-Feb-21,"39,689"
2014-Feb-24,"34,593"
2014-Feb-25,"34,529"
2014-Feb-26,"34,593"
2014-Feb-27,"33,640"
2014-Feb-28,"30,644"
2014-Mar-03,"28,858"
2014-Mar-04,"28,922"
2014-Mar-05,"28,160"
2014-Mar-06,"28,545"
2014-Mar-07,"25,741"
2014-Mar-10,"24,211"
2014-Mar-11,"18,539"
2014-Mar-12,"17,009"
2014-Mar-13,"17,073"
2014-Mar-14,"16,881"
2014-Mar-17,"16,561"
2014-Mar-18,"16,753"
2014-Mar-19,"16,881"
2014-Mar-20,"15,287"
2014-Mar-21,"12,291"
2014-Mar-24,"11,529"
2014-Mar-25,"11,593"
2014-Mar-26,"9,743"
2014-Mar-27,"9,871"
2014-Mar-28,"9,935"
2014-Mar-31,"11,593"
2014-Apr-01,"11,657"
2014-Apr-02,"11,593"
2014-Apr-03,"13,123"
2014-Apr-04,"14,782"
2014-Apr-07,"15,799"
2014-Apr-08,"17,329"
2014-Apr-09,"17,649"
2014-Apr-10,"17,521"
2014-Apr-11,"17,457"
2014-Apr-14,"15,671"
2014-Apr-15,"15,927"
2014-Apr-16,"15,799"
2014-Apr-17,"15,735"
2014-Apr-22,"16,055"
2014-Apr-23,"13,885"
2014-Apr-24,"14,013"
2014-Apr-25,"14,205"
2014-Apr-28,"12,803"
2014-Apr-29,"12,042"
2014-Apr-30,"13,572"
2014-May-01,"9,544"
2014-May-02,"12,042"
2014-May-06,"12,042"
2014-May-07,"12,170"
2014-May-08,"10,768"
2014-May-09,"10,512"
2014-May-12,"10,448"
2014-May-13,"8,398"
2014-May-14,"8,982"
2014-May-15,"6,498"
2014-May-16,"6,306"
2014-May-19,"5,986"
2014-May-20,"6,114"
2014-May-21,"4,840"
2014-May-22,"4,584"
2014-May-23,"4,264"
2014-May-27,"4,456"
2014-May-28,"4,199"
2014-May-29,"4,456"
2014-May-30,"2,926"
2014-Jun-02,"2,734"
2014-Jun-03,"4,135"
2014-Jun-04,"4,071"
2014-Jun-05,"4,456"
2014-Jun-06,"5,601"
2014-Jun-09,"8,661"
2014-Jun-10,"9,871"
2014-Jun-11,"11,401"
2014-Jun-12,"11,209"
2014-Jun-13,"10,440"
2014-Jun-16,"11,081"
2014-Jun-17,"8,149"
2014-Jun-18,"8,021"
2014-Jun-19,"8,974"
2014-Jun-20,"10,248"
2014-Jun-23,"11,522"
2014-Jun-24,"27,456"
2014-Jun-25,"27,328"
2014-Jun-26,"27,392"
2014-Jun-27,"27,584"
2014-Jun-30,"27,712"
2014-Jul-01,"26,694"
2014-Jul-02,"26,438"
2014-Jul-03,"25,549"
2014-Jul-04,"25,485"
2014-Jul-07,"26,951"
2014-Jul-08,"28,737"
2014-Jul-09,"28,801"
2014-Jul-10,"29,057"
2014-Jul-11,"28,545"
2014-Jul-14,"27,399"
2014-Jul-15,"24,851"
2014-Jul-16,"23,001"
2014-Jul-17,"22,937"
2014-Jul-18,"22,489"
2014-Jul-21,"21,151"
2014-Jul-22,"21,912"
2014-Jul-23,"24,203"
2014-Jul-24,"31,021"
2014-Jul-25,"32,423"
2014-Jul-28,"31,398"
2014-Jul-29,"30,131"
2014-Jul-30,"25,733"
2014-Jul-31,"23,122"
2014-Aug-01,"18,852"
2014-Aug-04,"17,642"
2014-Aug-05,"16,304"
2014-Aug-06,"15,671"
2014-Aug-07,"18,539"
2014-Aug-08,"21,087"
2014-Aug-11,"24,723"
2014-Aug-12,"25,997"
2014-Aug-13,"29,698"
2014-Aug-14,"32,943"
2014-Aug-15,"34,793"
2014-Aug-18,"34,601"
2014-Aug-19,"34,344"
2014-Aug-20,"33,071"
2014-Aug-21,"33,135"
2014-Aug-22,"33,519"
2014-Aug-26,"27,591"
2014-Aug-27,"26,125"
2014-Aug-28,"21,791"
2014-Aug-29,"17,585"
2014-Sep-01,"15,543"
2014-Sep-02,"16,881"
2014-Sep-03,"18,411"
2014-Sep-04,"18,283"
2014-Sep-05,"18,347"
2014-Sep-08,"18,923"
2014-Sep-09,"17,457"
2014-Sep-10,"14,718"
2014-Sep-11,"13,252"
2014-Sep-12,"12,234"
2014-Sep-15,"12,746"
2014-Sep-16,"12,746"
2014-Sep-17,"12,490"
2014-Sep-18,"11,344"
2014-Sep-19,"11,921"
2014-Sep-22,"9,053"
2014-Sep-23,"9,053"
2014-Sep-24,"8,797"
2014-Sep-25,"7,587"
2014-Sep-26,"7,587"
2014-Sep-29,"9,117"
2014-Sep-30,"13,195"
2014-Oct-01,"16,703"
2014-Oct-02,"17,024"
2014-Oct-03,"18,682"
2014-Oct-06,"16,112"
2014-Oct-07,"22,062"
2014-Oct-08,"24,297"
2014-Oct-09,"25,378"
2014-Oct-10,"26,531"
2014-Oct-13,"26,980"
2014-Oct-14,"29,086"
2014-Oct-15,"29,478"
2014-Oct-16,"30,887"
2014-Oct-17,"29,286"
2014-Oct-20,"27,820"
2014-Oct-21,"27,948"
2014-Oct-22,"22,368"
2014-Oct-23,"29,798"
2014-Oct-24,"30,623"
2014-Oct-27,"37,825"
2014-Oct-28,"44,386"
2014-Oct-29,"46,870"
2014-Oct-30,"49,610"
2014-Oct-31,"47,575"
2014-Nov-03,"46,301"
2014-Nov-04,"47,134"
2014-Nov-05,"46,116"
2014-Nov-06,"46,052"
2014-Nov-07,"44,330"
2014-Nov-10,"45,219"
2014-Nov-11,"43,817"
2014-Nov-12,"44,138"
2014-Nov-13,"41,462"
2014-Nov-14,"41,085"
2014-Nov-17,"39,683"
2014-Nov-18,"38,089"
2014-Nov-19,"38,345"
2014-Nov-20,"39,042"
2014-Nov-21,"42,359"
2014-Nov-24,"44,073"
2014-Nov-25,"48,600"
2014-Nov-26,"54,976"
2014-Nov-27,"58,228"
2014-Nov-28,"62,441"
2014-Dec-01,"62,954"
2014-Dec-02,"58,235"
2014-Dec-03,"55,560"
2014-Dec-04,"54,862"
2014-Dec-05,"56,649"
2014-Dec-08,"61,303"
2014-Dec-09,"67,935"
2014-Dec-10,"70,803"
2014-Dec-11,"75,393"
2014-Dec-12,"77,884"
2014-Dec-15,"77,692"
2014-Dec-16,"85,342"
2014-Dec-17,"89,619"
2014-Dec-18,"85,413"
2014-Dec-19,"75,344"
2014-Dec-22,"71,586"
2014-Dec-23,"62,662"
2014-Dec-24,"61,260"
2015-Jan-02,"58,704"
2015-Jan-05,"59,665"
2015-Jan-06,"65,469"
2015-Jan-07,"69,902"
2015-Jan-08,"72,964"
2015-Jan-09,"74,655"
2015-Jan-12,"74,655"
2015-Jan-13,"76,026"
2015-Jan-14,"74,655"
2015-Jan-15,"74,655"
2015-Jan-16,"74,655"
2015-Jan-19,"74,335"
2015-Jan-20,"74,207"
2015-Jan-21,"74,207"
2015-Jan-22,"73,028"
2015-Jan-23,"73,348"
2015-Jan-26,"73,797"
2015-Jan-27,"72,554"
2015-Jan-28,"70,863"
2015-Jan-29,"68,851"
2015-Jan-30,"62,407"
2015-Feb-02,"60,396"
